chr	x1	x2	y1	y2	d	mean.A	mean.B	Tstat	Ttest.Pvalue	fdr
chr3	34780000.0	34790000.0	35070000.0	35080000.0	290000.0	0.9663524769316532	0.8063173659405172	1.6450442919849528	0.10159053449596664	0.10159053449596664
chr3	34720000.0	34730000.0	35020000.0	35030000.0	300000.0	0.4828123058562155	0.6789912039661438	-1.9994509774098381	0.04695267962524136	0.046952679625241564
chr3	34780000.0	34790000.0	35080000.0	35090000.0	300000.0	0.994583344403854	0.7984044462939259	1.9994509774098363	0.046952679625241564	0.046952679625241564
chr3	34720000.0	34730000.0	35030000.0	35040000.0	310000.0	0.6055134484798184	0.8446281036908788	-2.085835779843161	0.038298346574847535	0.038298346574847535
chr3	34780000.0	34790000.0	35090000.0	35100000.0	310000.0	1.2033000865074697	0.9641854312964092	2.0858357798431624	0.03829834657484744	0.038298346574847535
chr3	34720000.0	34730000.0	35040000.0	35050000.0	320000.0	0.7161499969048318	0.9588712372060636	-2.0574646271146797	0.040997772510367465	0.040997772510367465
chr3	34780000.0	34790000.0	35100000.0	35110000.0	320000.0	1.2015924775072957	0.9588712372060636	2.057464627114681	0.04099777251036725	0.040997772510367465
chr3	34640000.0	34650000.0	34970000.0	34980000.0	330000.0	0.7687793341644601	0.5735681687646171	1.3548371222506903	0.1772411144543829	0.2658616716815744
chr3	34720000.0	34730000.0	35050000.0	35060000.0	330000.0	0.6814877702339343	0.93475867945951	-1.7666659553892674	0.07885730537942072	0.2365719161382622
chr3	34780000.0	34790000.0	35110000.0	35120000.0	330000.0	1.0238888016768486	0.9658290578511154	0.3835088398812779	0.7017742948743133	0.7017742948743133
chr3	34720000.0	34730000.0	35060000.0	35070000.0	340000.0	0.7573650471639438	0.916414290394444	-1.5184091146800869	0.13064066236378127	0.1306406623637813
chr3	34780000.0	34790000.0	35120000.0	35130000.0	340000.0	0.7573650471639441	0.5983158039334439	1.5184091146800864	0.1306406623637813	0.1306406623637813
chr3	34640000.0	34650000.0	35000000.0	35010000.0	360000.0	0.5347518469530609	0.4965046920680616	0.3439486786340932	0.7312608917953809	0.92837749219593
chr3	34650000.0	34660000.0	35010000.0	35020000.0	360000.0	0.6008190485523344	0.5771140046668402	0.19711437187346065	0.8439594694464332	0.92837749219593
chr3	34720000.0	34730000.0	35080000.0	35090000.0	360000.0	0.7434842488429078	0.8169830667306924	-0.5517755463466633	0.5817819237006256	0.92837749219593
chr3	34780000.0	34790000.0	35140000.0	35150000.0	360000.0	0.650882582770624	0.6393359636533332	0.09000740168590582	0.92837749219593	0.92837749219593
chr3	34640000.0	34650000.0	35010000.0	35020000.0	370000.0	0.8022131276311634	0.5342215001134522	1.8727391180252075	0.06282040593103004	0.25128162372412016
chr3	34650000.0	34660000.0	35020000.0	35030000.0	370000.0	0.5766677894118416	0.6152846303330156	-0.2820935478712913	0.7781911709585659	0.9231714433221124
chr3	34720000.0	34730000.0	35090000.0	35100000.0	370000.0	0.8283903539351861	1.0727658844200043	-1.5294630701197982	0.12777513985765626	0.2555502797153125
chr3	34780000.0	34790000.0	35150000.0	35160000.0	370000.0	0.7453281178167647	0.7303273739284831	0.09657105597571826	0.9231714433221124	0.9231714433221124
chr3	34640000.0	34650000.0	35020000.0	35030000.0	380000.0	0.6450638267097589	0.4135267817932147	1.930323111418976	0.05535270992369744	0.22141083969478972
chr3	34650000.0	34660000.0	35030000.0	35040000.0	380000.0	0.4976437737693655	0.6581720484794878	-1.4382873151516946	0.15190575579755786	0.3038115115951157
chr3	34720000.0	34730000.0	35100000.0	35110000.0	380000.0	0.7086557357038953	0.7936645648605148	-0.648291008020576	0.5175872215382896	0.6901162953843861
chr3	34780000.0	34790000.0	35160000.0	35170000.0	380000.0	0.5474206255450142	0.5334205665948166	0.11337535060498027	0.9098509351393989	0.9098509351393989
chr3	34640000.0	34650000.0	35030000.0	35040000.0	390000.0	0.6971470616949943	0.5369375670475472	1.5955515468559305	0.11247599297515112	0.1687139894627267
chr3	34650000.0	34660000.0	35040000.0	35050000.0	390000.0	0.5193989186730238	0.7762801983344347	-2.832698081536193	0.005045160851122175	0.015135482553366528
chr3	34720000.0	34730000.0	35110000.0	35120000.0	390000.0	0.7781109597374422	0.6814391747234781	0.8431525534715224	0.4002611919266522	0.4002611919266522
chr3	34640000.0	34650000.0	35040000.0	35050000.0	400000.0	0.6888087497366872	0.6774789630444312	0.16877981653594795	0.8661539773074585	0.8661539773074585
chr3	34650000.0	34660000.0	35050000.0	35060000.0	400000.0	0.8021066166592479	0.8134364033515039	-0.16877981653594795	0.8661539773074585	0.8661539773074585
chr3	34640000.0	34650000.0	35050000.0	35060000.0	410000.0	0.6865772852698881	0.6246138477885821	1.0965698041800764	0.2742696873877345	0.2742696873877345
chr3	34650000.0	34660000.0	35060000.0	35070000.0	410000.0	0.7247086314122304	0.7866720688935365	-1.0965698041800764	0.2742696873877345	0.2742696873877345
chr3	34640000.0	34650000.0	35060000.0	35070000.0	420000.0	0.7811237990434974	0.5764961766475343	1.8019861643568964	0.07337124337112512	0.11005686505668767
chr3	34650000.0	34660000.0	35070000.0	35080000.0	420000.0	0.7127255857284135	0.9917004795455951	-2.3997897525390752	0.017318356133430732	0.05195506840029219
chr3	34720000.0	34730000.0	35140000.0	35150000.0	420000.0	0.8528417933868732	0.7784945219656546	0.5602699998100541	0.5759764001412987	0.5759764001412987
chr3	34640000.0	34650000.0	35070000.0	35080000.0	430000.0	1.0838454653216758	0.9830164619670766	1.1912990845714542	0.235095059295188	0.235095059295188
chr3	34650000.0	34660000.0	35080000.0	35090000.0	430000.0	1.2278868986853888	1.3287159020399886	-1.1912990845714586	0.2350950592951863	0.235095059295188
chr3	34640000.0	34650000.0	35080000.0	35090000.0	440000.0	1.3953554737559433	1.2486953555632088	1.4416820480182375	0.15112022189629432	0.15112022189629562
chr3	34650000.0	34660000.0	35090000.0	35100000.0	440000.0	1.4988802630684617	1.6455403812611955	-1.441682048018233	0.15112022189629562	0.15112022189629562
chr3	34640000.0	34650000.0	35090000.0	35100000.0	450000.0	1.3185886861090097	1.4089950553817303	-0.6233549069442046	0.5338190664284514	0.8783523634592236
chr3	34650000.0	34660000.0	35100000.0	35110000.0	450000.0	1.508985925876888	1.4447753368807623	0.4392892805684824	0.6609561654071346	0.8783523634592236
chr3	34720000.0	34730000.0	35170000.0	35180000.0	450000.0	0.9959476062483192	0.9697518259717248	0.15327106387001668	0.8783523634592236	0.8783523634592236
chr3	34640000.0	34650000.0	35100000.0	35110000.0	460000.0	1.5800710825878648	1.4740812319687342	0.5345925049772947	0.5935856702189204	0.5935856702189204
chr3	34650000.0	34660000.0	35110000.0	35120000.0	460000.0	1.2449432742427269	1.5531323319392274	-1.6234495619145133	0.10615808114327847	0.21231616228655695
chr3	34720000.0	34730000.0	35180000.0	35190000.0	460000.0	0.825231296364063	1.0110810291411765	-1.0128234508111529	0.3123318457826759	0.4164424610435679
chr3	34780000.0	34790000.0	35240000.0	35250000.0	460000.0	1.0996332674946432	0.7115843276401609	2.068662966722219	0.04016848198902657	0.16067392795610627
chr3	34640000.0	34650000.0	35110000.0	35120000.0	470000.0	1.2587724176931547	1.4149887401978931	-1.0206463520080535	0.30877224490017263	0.463158367350259
chr3	34650000.0	34660000.0	35120000.0	35130000.0	470000.0	0.8214763660511145	0.8557569163337024	-0.2669617865108731	0.7897919126002799	0.7897919126002799
chr3	34720000.0	34730000.0	35190000.0	35200000.0	470000.0	1.1172068069973886	0.9267099342100628	1.1226184294309864	0.2630692141215408	0.463158367350259
chr3	34650000.0	34660000.0	35130000.0	35140000.0	480000.0	0.7627477850868118	0.8512564558417444	-0.7784450659327179	0.43726914146055496	0.7359907314178181
chr3	34720000.0	34730000.0	35200000.0	35210000.0	480000.0	0.7763793402009904	0.6878706694460581	0.6906707403484631	0.4906604876118788	0.7359907314178181
chr3	34640000.0	34650000.0	35130000.0	35140000.0	490000.0	0.7087575856354988	0.5975852098993802	1.0969377785485492	0.2741489039438358	0.4112233559157537
chr3	34650000.0	34660000.0	35140000.0	35150000.0	490000.0	0.8433820344923622	1.0212578356701525	-1.6096391676746122	0.10918130296221544	0.3275439088866463
chr3	34720000.0	34730000.0	35210000.0	35220000.0	490000.0	0.7321642713814083	0.6654608459397371	0.5572173862017472	0.5780598606919755	0.5780598606919755
chr3	34640000.0	34650000.0	35140000.0	35150000.0	500000.0	1.0927029452664827	1.0108449742799115	0.592063703227322	0.5545387377842873	0.5545387377842873
chr3	34650000.0	34660000.0	35150000.0	35160000.0	500000.0	0.9507280826114444	1.1588158830604938	-1.5062239884207402	0.13361894772321195	0.4008568431696359
chr3	34720000.0	34730000.0	35220000.0	35230000.0	500000.0	0.9849249596853141	0.8586951302228363	0.8116405731790531	0.4180825883920044	0.5545387377842873
chr3	34640000.0	34650000.0	35150000.0	35160000.0	510000.0	1.0187627124521998	0.948610588789621	0.5473073445112808	0.5848228715656053	0.9583905253106719
chr3	34650000.0	34660000.0	35160000.0	35170000.0	510000.0	0.9655335793198648	0.9723447953758017	-0.05224344585891285	0.9583905253106719	0.9583905253106719
chr3	34720000.0	34730000.0	35230000.0	35240000.0	510000.0	0.847974071573634	0.911314979180277	-0.4272190760045038	0.6697162049276029	0.9583905253106719
chr3	34640000.0	34650000.0	35160000.0	35170000.0	520000.0	1.0016205174172756	0.8728289224183519	0.9570368292859968	0.33981516882453155	0.5097227532367974
chr3	34650000.0	34660000.0	35170000.0	35180000.0	520000.0	0.9355961158462164	1.0920519334787806	-1.0955681005652256	0.2746535850616875	0.5097227532367974
chr3	34720000.0	34730000.0	35240000.0	35250000.0	520000.0	0.9846662438079816	0.957002021174341	0.173891651373385	0.8621425592284012	0.8621425592284012
chr3	34640000.0	34650000.0	35170000.0	35180000.0	530000.0	0.9280757626783644	1.1697293083200897	-1.3431484869451928	0.18070005189510846	0.24093340252681125
chr3	34650000.0	34660000.0	35180000.0	35190000.0	530000.0	0.9739532805011429	1.2463450323084058	-1.451410355091764	0.14826637364618692	0.24093340252681125
chr3	34720000.0	34730000.0	35250000.0	35260000.0	530000.0	0.9384008693747191	0.8744082361312042	0.3285165991858346	0.7429079056324397	0.7429079056324397
chr3	34780000.0	34790000.0	35310000.0	35320000.0	530000.0	1.291309295287994	0.8412566310825198	2.1587415896391238	0.032280772287725086	0.12912308915090034
chr3	34640000.0	34650000.0	35180000.0	35190000.0	540000.0	0.8343116788943674	0.9950133207178206	-1.2472583534811494	0.21376928182246535	0.3206539227336981
chr3	34650000.0	34660000.0	35190000.0	35200000.0	540000.0	1.0548044474982237	1.1107649265887432	-0.4174974161018814	0.6768204669754356	0.6768204669754356
chr3	34780000.0	34790000.0	35320000.0	35330000.0	540000.0	1.1711470262263148	0.9544849053123426	1.3995732417744529	0.16330942233603538	0.3206539227336981
chr3	34640000.0	34650000.0	35190000.0	35200000.0	550000.0	0.8526295067050441	0.8839130782207869	-0.2490048974214881	0.8036217412433229	0.8036217412433229
chr3	34650000.0	34660000.0	35200000.0	35210000.0	550000.0	0.9550664294556608	1.0417140448902336	-0.6475331829235162	0.518089966078481	0.7771349491177215
chr3	34780000.0	34790000.0	35330000.0	35340000.0	550000.0	1.0126987118142567	0.8947675248639413	0.7975438783091755	0.426180881212981	0.7771349491177215
chr3	34640000.0	34650000.0	35200000.0	35210000.0	560000.0	1.0050927199708053	0.8095219836616203	1.5773398960330391	0.1165292211515596	0.17479383172733942
chr3	34650000.0	34660000.0	35210000.0	35220000.0	560000.0	0.9040155883776444	1.2018898345615194	-2.303227891148393	0.022314523874832525	0.06694357162449759
chr3	34780000.0	34790000.0	35340000.0	35350000.0	560000.0	0.9873338245631536	0.8850303146884638	0.6956869268734023	0.487517884922555	0.487517884922555
chr3	34640000.0	34650000.0	35210000.0	35220000.0	570000.0	0.9053029793175104	0.8024025168523241	0.9017760383499336	0.36842237272450906	0.41948819331247134
chr3	34650000.0	34660000.0	35220000.0	35230000.0	570000.0	0.7407373080099025	0.94936104715955	-1.8897801509814935	0.06021348648684635	0.18064045946053905
chr3	34780000.0	34790000.0	35350000.0	35360000.0	570000.0	0.852776468817649	0.7470531921331884	0.8091441276968275	0.41948819331247134	0.41948819331247134
chr3	34640000.0	34650000.0	35220000.0	35230000.0	580000.0	0.8623239861489405	0.824392667011109	0.360776170811723	0.7186592169209904	0.7186592169209904
chr3	34650000.0	34660000.0	35230000.0	35240000.0	580000.0	0.6193680591817213	0.7833929746537398	-1.5517032052202904	0.12245797976925217	0.3673739393077566
chr3	34780000.0	34790000.0	35360000.0	35370000.0	580000.0	0.8388067149032101	0.7127131185690232	1.0103143880929717	0.31367141729709525	0.4705071259456429
chr3	34640000.0	34650000.0	35230000.0	35240000.0	590000.0	0.6864307144866413	0.6952606559010633	-0.07675088068018303	0.9389046502896412	0.9389046502896412
chr3	34650000.0	34660000.0	35240000.0	35250000.0	590000.0	0.5915963965774983	0.8499576028758361	-2.356047036571441	0.019426690304945683	0.07770676121978272
chr3	34720000.0	34730000.0	35310000.0	35320000.0	590000.0	0.6285862071073967	0.5927464080705291	0.2929064852113931	0.7699211053651643	0.9389046502896412
chr3	34780000.0	34790000.0	35370000.0	35380000.0	590000.0	0.7064187781535318	0.4750674294776398	1.8337397156610569	0.06845305092745124	0.13690610185490248
chr3	34640000.0	34650000.0	35240000.0	35250000.0	600000.0	0.7160731100583599	0.6915131578650442	0.2344128962860282	0.8149329993888006	0.8149329993888006
chr3	34650000.0	34660000.0	35250000.0	35260000.0	600000.0	0.7325941302596688	0.9157762451416288	-1.7887782116399853	0.07516970936149814	0.2255091280844944
chr3	34720000.0	34730000.0	35320000.0	35330000.0	600000.0	0.9237144598115232	0.7650922971228786	1.2955439659279486	0.1967767258906465	0.2951650888359697
chr3	34640000.0	34650000.0	35250000.0	35260000.0	610000.0	0.9487703400862724	0.8514857951101232	0.8308996160677611	0.4070658809065111	0.4070658809065111
chr3	34650000.0	34660000.0	35260000.0	35270000.0	610000.0	0.6260312481652582	0.8443226019005715	-2.007289700236893	0.04606482948400515	0.13819448845201546
chr3	34720000.0	34730000.0	35330000.0	35340000.0	610000.0	0.9483517091288032	0.8273449003696391	0.9008105121199176	0.3689108633363039	0.4070658809065111
chr3	34640000.0	34650000.0	35260000.0	35270000.0	620000.0	0.7486327952949001	0.9972517814308798	-1.6307397949085722	0.1045161077553683	0.2090322155107366
chr3	34650000.0	34660000.0	35270000.0	35280000.0	620000.0	0.5630715178389945	0.6743454696253699	-0.8369669620929187	0.4036645160417927	0.5382193547223902
chr3	34720000.0	34730000.0	35340000.0	35350000.0	620000.0	0.9713239542914882	1.0504003189820597	-0.4615841063856246	0.6449190326849699	0.6449190326849699
chr3	34780000.0	34790000.0	35400000.0	35410000.0	620000.0	0.8911780992897617	0.4522087966768351	2.8381869636215886	0.005119787897760596	0.020479151591042383
chr3	34640000.0	34650000.0	35270000.0	35280000.0	630000.0	0.8322537762166362	0.8047225233484324	0.25190802555912306	0.8013904015697837	0.8013904015697859
chr3	34720000.0	34730000.0	35350000.0	35360000.0	630000.0	0.7221287647438213	0.7496600176120247	-0.2519080255591201	0.8013904015697859	0.8013904015697859
chr3	34650000.0	34660000.0	35290000.0	35300000.0	640000.0	0.6818578307807958	0.8266108989040537	-1.0663184384410227	0.2876533034329934	0.2876533034329934
chr3	34720000.0	34730000.0	35360000.0	35370000.0	640000.0	0.5752616622216279	0.9315255446223848	-2.6988260699360307	0.007558376982859575	0.011337565474289364
chr3	34780000.0	34790000.0	35420000.0	35430000.0	640000.0	0.7547936259313767	0.2537766754073616	3.883793800199669	0.00015265372733941503	0.0004579611820182451
chr3	34650000.0	34660000.0	35300000.0	35310000.0	650000.0	0.6863084698114845	1.0313669193327608	-2.236532026079047	0.026449493616736867	0.03967424042510531
chr3	34720000.0	34730000.0	35370000.0	35380000.0	650000.0	0.7748979098108235	0.8180338335079916	-0.28866056061873424	0.7731531445444654	0.7731531445444654
chr3	34780000.0	34790000.0	35430000.0	35440000.0	650000.0	0.940674281955278	0.5524799087368337	2.5067914737616563	0.013139095950413113	0.03941728785123934
chr3	34640000.0	34650000.0	35300000.0	35310000.0	660000.0	0.7988412257061742	0.9150161944911892	-0.8506288468769999	0.3960176006651075	0.3960176006651075
chr3	34650000.0	34660000.0	35310000.0	35320000.0	660000.0	0.9912641824834404	1.2699038088878127	-1.9046624448794216	0.058290799821727884	0.08743619973259184
chr3	34780000.0	34790000.0	35440000.0	35450000.0	660000.0	1.5157761474326257	1.1209615522432383	2.253011327620804	0.025450552544000637	0.07635165763200191
chr3	34640000.0	34650000.0	35310000.0	35320000.0	670000.0	1.012857586670855	1.2389296898930684	-1.3231632115257888	0.1873195791803392	0.23830359166897486
chr3	34650000.0	34660000.0	35320000.0	35330000.0	670000.0	1.4065012288041103	1.622706283362015	-1.182900093709493	0.23830359166897486	0.23830359166897486
chr3	34780000.0	34790000.0	35450000.0	35460000.0	670000.0	1.8492509673916584	1.4069738096115398	2.0696675557921003	0.039898907753422135	0.11969672326026642
chr3	34640000.0	34650000.0	35320000.0	35330000.0	680000.0	1.3856870480811525	1.3842925785206723	0.008542026145054756	0.9931935010158464	0.9931935010158464
chr3	34650000.0	34660000.0	35330000.0	35340000.0	680000.0	1.1652363868087214	1.5172224619643493	-2.213317383888644	0.028010969653275358	0.08403290895982607
chr3	34780000.0	34790000.0	35460000.0	35470000.0	680000.0	1.7284203305935533	1.3778287249984054	1.7932348630462334	0.07462176466330532	0.11193264699495802
chr3	34640000.0	34650000.0	35330000.0	35340000.0	690000.0	1.3590728921321686	1.5116567370164582	-0.8307558068173422	0.40710745734930776	0.40710745734930776
chr3	34650000.0	34660000.0	35340000.0	35350000.0	690000.0	1.3042986250173685	1.5904955784160115	-1.5022907607003233	0.13466262117863032	0.20199393176794547
chr3	34780000.0	34790000.0	35470000.0	35480000.0	690000.0	2.0225579254830857	1.583777127200153	1.9856879972462609	0.048582736246031474	0.14574820873809444
chr3	34640000.0	34650000.0	35340000.0	35350000.0	700000.0	1.4346125668798726	1.4080073377189823	0.15090987214745907	0.8802087373793176	0.8802087373793176
chr3	34650000.0	34660000.0	35350000.0	35360000.0	700000.0	0.8812517920086228	1.4118080847419667	-3.418223936766228	0.0007481971389532684	0.0022445914168598056
chr3	34780000.0	34790000.0	35480000.0	35490000.0	700000.0	2.1776589223141882	1.6737078587417349	2.4321022928812166	0.015951054597153517	0.02392658189573028
chr3	34640000.0	34650000.0	35350000.0	35360000.0	710000.0	0.9172597254993607	1.1291916707488463	-1.510300513740627	0.13252211182167595	0.13252211182167595
chr3	34650000.0	34660000.0	35360000.0	35370000.0	710000.0	0.9376414263392976	1.2579864064305135	-2.286488751593267	0.023237401086783405	0.034856101630175114
chr3	34780000.0	34790000.0	35490000.0	35500000.0	710000.0	1.8459355705811864	1.3136586452404844	3.0756556997452016	0.002418823887030168	0.007256471661090503
chr3	34640000.0	34650000.0	35360000.0	35370000.0	720000.0	0.8061791898258226	1.0662158484196744	-1.695462267455331	0.0915531897452202	0.1831063794904404
chr3	34650000.0	34660000.0	35370000.0	35380000.0	720000.0	0.8421017272183483	0.9813300979294728	-0.8866279854802065	0.3763924201781724	0.5018565602375632
chr3	34720000.0	34730000.0	35440000.0	35450000.0	720000.0	0.8488201007469146	0.9313985369252272	-0.5114993546896051	0.6095994540187812	0.6095994540187812
chr3	34780000.0	34790000.0	35500000.0	35510000.0	720000.0	1.4922539670035146	1.0104105015202265	2.6767355125190084	0.00811098920140313	0.03244395680561252
chr3	34640000.0	34650000.0	35370000.0	35380000.0	730000.0	0.8977639857761553	1.0722318251102263	-1.104128047579826	0.27094353991473114	0.27094353991473114
chr3	34720000.0	34730000.0	35450000.0	35460000.0	730000.0	0.925121748982826	1.1706942623382808	-1.6277787315317191	0.1051732628230038	0.1577598942345057
